Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
2018-04-11,Western,"1,230.81","1,254.86",14.07,32.97,24.40,15.70
2018-04-11,Southern,650.59,670.91,47.03,48.30,62.88,68.46
2018-04-11,Eastern,457.96,521.72,NaN,NaN,39.12,46.37
2018-04-11,NorthEastern,30.25,29.17,NaN,NaN,7.43,5.94
2018-04-12,Northern,635.07,524.66,22.50,30.83,154.72,121.24
2018-04-12,Western,"1,230.81","1,230.68",14.07,29.67,24.40,22.15
2018-04-12,Southern,650.59,679.75,47.03,48.35,62.88,68.84
2018-04-12,Eastern,457.96,514.01,NaN,NaN,39.12,32.60
2018-04-12,NorthEastern,30.25,30.66,NaN,NaN,7.43,6.15
2018-04-13,Northern,635.07,564.95,22.50,30.64,154.72,112.04
2018-04-13,Western,"1,228.03","1,259.05",14.07,31.02,24.40,37.81
2018-04-13,Southern,650.59,678.86,47.03,47.24,62.88,67.26
2018-04-13,Eastern,457.96,511.87,NaN,NaN,39.12,44.10
2018-04-13,NorthEastern,30.25,30.20,NaN,NaN,7.43,7.13
2018-04-14,Northern,634.85,575.03,22.50,30.60,154.72,108.37
2018-04-14,Western,"1,221.34","1,249.04",14.07,32.52,24.40,36.32
2018-04-14,Southern,650.59,668.50,47.03,47.41,62.88,70.08
2018-04-14,Eastern,457.96,524.46,NaN,NaN,39.12,56.72
2018-04-14,NorthEastern,30.25,30.70,NaN,NaN,7.43,7.31
2018-04-15,Northern,633.45,569.61,22.50,30.77,154.72,100.27
2018-04-15,Western,"1,221.34","1,239.95",14.07,32.57,24.40,18.04
2018-04-15,Southern,650.59,632.69,47.03,47.14,62.88,46.07
2018-04-15,Eastern,466.34,522.98,NaN,NaN,39.12,31.43
2018-04-15,NorthEastern,30.25,32.35,NaN,NaN,7.43,6.66
2018-04-16,Northern,633.45,595.53,22.50,29.18,154.72,98.19
2018-04-16,Western,"1,219.34","1,308.40",14.07,32.99,24.40,19.68
2018-04-16,Southern,641.19,655.25,47.03,48.29,62.88,67.79
2018-04-16,Eastern,466.34,558.77,NaN,NaN,39.12,46.67
2018-04-16,NorthEastern,30.25,35.25,NaN,NaN,7.43,6.53
2018-04-17,Northern,633.45,620.14,22.50,26.26,154.72,102.79
2018-04-17,Western,"1,219.34","1,311.70",14.07,33.33,24.40,28.71
2018-04-17,Southern,636.56,669.71,47.03,48.31,62.88,66.46
2018-04-17,Eastern,466.34,552.32,NaN,NaN,39.12,34.59
2018-04-17,NorthEastern,30.25,32.16,NaN,NaN,7.43,6.80
2018-04-18,Northern,631.21,618.93,22.50,26.39,154.72,102.94
2018-04-18,Western,"1,219.34","1,293.82",14.07,33.25,24.40,19.16
2018-04-18,Southern,636.56,673.97,47.03,47.50,62.88,71.08
2018-04-18,Eastern,466.34,534.17,NaN,NaN,39.12,32.63
2018-04-18,NorthEastern,30.25,29.13,NaN,NaN,7.43,6.53
2018-04-19,Northern,631.21,633.05,22.50,26.05,154.72,107.26
2018-04-19,Western,"1,219.34","1,303.81",14.07,33.35,24.40,18.98
2018-04-19,Southern,636.56,683.15,47.03,47.46,62.88,54.77
2018-04-19,Eastern,466.34,543.68,NaN,NaN,39.12,36.08
2018-04-19,NorthEastern,30.25,27.83,NaN,NaN,7.43,6.34
2018-04-20,Northern,633.71,598.29,22.50,26.21,154.72,111.32
2018-04-20,Western,"1,222.12","1,259.79",14.07,33.27,24.40,18.47
2018-04-20,Southern,636.56,678.58,47.03,47.36,62.88,59.14
2018-04-20,Eastern,466.34,534.11,NaN,NaN,39.12,40.68
2018-04-20,NorthEastern,30.25,28.20,NaN,NaN,7.43,6.65
2018-04-21,Northern,633.23,639.05,22.50,26.19,154.72,115.34
2018-04-21,Western,"1,227.92","1,305.23",14.07,33.24,24.40,34.10
2018-04-21,Southern,636.56,670.58,47.03,47.29,62.88,68.93
2018-04-21,Eastern,466.34,525.29,NaN,NaN,39.12,40.98
2018-04-21,NorthEastern,30.25,30.65,NaN,NaN,7.43,7.77
2018-04-22,Northern,633.23,599.51,22.50,26.03,154.72,112.12
2018-04-22,Western,"1,227.92","1,279.26",14.07,33.24,24.40,23.37
2018-04-22,Southern,636.56,629.10,47.03,48.28,62.88,40.93
2018-04-22,Eastern,466.34,517.23,NaN,NaN,39.12,41.91
2018-04-22,NorthEastern,30.25,32.61,NaN,NaN,7.43,7.62
2018-04-23,Northern,633.23,648.95,22.50,26.13,154.72,118.87
2018-04-23,Western,"1,227.92","1,284.93",14.07,33.32,24.40,35.18
2018-04-23,Southern,636.56,664.01,47.03,47.25,62.88,60.96
2018-04-23,Eastern,466.34,546.55,NaN,NaN,39.12,44.27
2018-04-23,NorthEastern,30.25,35.06,NaN,NaN,7.43,7.78
2018-04-24,Northern,633.23,665.59,22.50,25.94,154.72,127.75
2018-04-24,Western,"1,227.92","1,282.71",14.07,33.37,24.40,37.08
2018-04-24,Southern,636.56,675.25,47.03,48.11,62.88,53.69
2018-04-24,Eastern,465.25,524.50,NaN,NaN,39.12,48.82
2018-04-24,NorthEastern,30.25,34.75,NaN,NaN,7.43,8.79
2018-04-25,Northern,633.23,680.01,22.50,25.86,154.72,138.19
2018-04-25,Western,"1,227.92","1,270.50",14.07,33.17,24.40,31.57
2018-04-25,Southern,636.56,680.34,47.03,48.13,62.88,49.79
2018-04-25,Eastern,465.25,522.58,NaN,NaN,39.12,46.04
2018-04-25,NorthEastern,30.25,32.37,NaN,NaN,7.43,7.30
2018-04-26,Northern,633.23,680.66,22.50,25.71,154.72,150.83
2018-04-26,Western,"1,233.32","1,263.88",14.07,33.30,24.40,32.71
2018-04-26,Southern,636.56,691.85,47.03,48.21,62.88,55.27
2018-04-26,Eastern,465.25,516.98,NaN,NaN,39.12,41.33
2018-04-26,NorthEastern,30.25,31.55,NaN,NaN,7.43,7.80
2018-04-27,Northern,633.23,697.10,22.50,20.92,154.72,159.60
2018-04-27,Western,"1,233.32","1,262.12",14.07,33.26,24.40,36.95
2018-04-27,Southern,636.56,706.84,47.03,47.32,62.88,62.78
2018-04-27,Eastern,465.25,515.18,NaN,NaN,39.12,41.09
2018-04-27,NorthEastern,30.25,33.26,NaN,NaN,7.43,7.81
2018-04-28,Northern,630.56,714.50,22.50,20.86,154.72,163.81
2018-04-28,Western,"1,235.32","1,227.49",14.07,33.16,24.40,37.15
2018-04-28,Southern,636.56,706.35,47.03,36.24,62.88,67.61
2018-04-28,Eastern,465.25,519.88,NaN,NaN,39.12,44.33
2018-04-28,NorthEastern,30.25,35.59,NaN,NaN,7.43,7.24
2018-04-29,Northern,633.06,671.69,22.50,20.75,154.72,168.85
2018-04-29,Western,"1,235.32","1,160.84",14.07,33.22,24.40,28.79
2018-04-29,Southern,636.56,670.12,47.03,25.47,62.88,48.03
2018-04-29,Eastern,465.25,505.86,NaN,NaN,39.12,24.52
2018-04-29,NorthEastern,30.25,32.49,NaN,NaN,7.43,7.35
2018-04-30,Northern,636.39,624.62,22.50,22.49,154.72,177.88
2018-04-30,Western,"1,235.32","1,183.77",14.07,33.17,24.40,20.21
2018-04-30,Southern,636.56,672.75,47.03,25.10,62.88,50.68
2018-04-30,Eastern,469.05,466.64,NaN,NaN,39.12,42.25
2018-04-30,NorthEastern,30.25,31.99,NaN,NaN,7.43,7.14
2018-05-01,Northern,628.57,593.17,24.66,26.01,244.89,189.84
2018-05-01,Western,"1,217.35","1,176.83",14.06,33.14,23.41,14.24
2018-05-01,Southern,631.61,619.23,57.26,34.76,52.96,32.36
2018-05-01,Eastern,469.21,460.44,NaN,NaN,46.26,38.86
2018-05-01,NorthEastern,30.13,29.90,NaN,NaN,13.75,7.04
2018-05-02,Northern,628.57,567.45,24.66,25.63,244.89,205.31
2018-05-02,Western,"1,216.67","1,190.12",14.06,33.14,23.41,29.06
2018-05-02,Southern,631.61,630.54,57.26,45.38,52.96,44.65
2018-05-02,Eastern,469.21,499.39,NaN,NaN,46.26,41.93
2018-05-02,NorthEastern,30.13,30.23,NaN,NaN,13.75,9.63
2018-05-03,Northern,628.57,492.84,24.66,23.24,244.89,212.87
2018-05-03,Western,"1,217.84","1,167.90",14.06,33.12,23.41,45.75
2018-05-03,Southern,631.61,617.08,57.26,46.33,52.96,47.39
2018-05-03,Eastern,469.21,488.75,NaN,NaN,46.26,43.22
2018-05-03,NorthEastern,30.13,31.77,NaN,NaN,13.75,10.81
2018-05-04,Northern,628.57,587.09,24.66,27.23,244.89,187.89
2018-05-04,Western,"1,217.84","1,236.92",14.06,20.11,23.41,50.85
2018-05-04,Southern,631.61,600.92,57.26,46.78,52.96,49.79
2018-05-04,Eastern,469.21,529.05,NaN,NaN,46.26,57.30
2018-05-04,NorthEastern,30.13,33.57,NaN,NaN,13.75,10.07
2018-05-05,Northern,628.94,628.96,24.66,27.15,244.89,178.99
2018-05-05,Western,"1,217.52","1,241.82",14.06,20.09,23.41,56.07
2018-05-05,Southern,631.61,665.21,57.26,46.68,52.96,57.91
2018-05-05,Eastern,469.21,542.87,NaN,NaN,46.26,59.10
2018-05-05,NorthEastern,30.13,34.38,NaN,NaN,13.75,12.04
2018-05-06,Northern,629.44,587.77,24.66,30.12,244.89,172.61
2018-05-06,Western,"1,221.10","1,228.22",14.06,20.06,23.41,33.04
2018-05-06,Southern,631.61,627.44,57.26,47.11,52.96,40.55
2018-05-06,Eastern,469.21,533.29,NaN,NaN,46.26,42.20
2018-05-06,NorthEastern,30.13,33.58,NaN,NaN,13.75,10.84
2018-05-07,Northern,629.44,647.10,24.66,30.29,244.89,168.79
2018-05-07,Western,"1,221.10","1,232.29",14.06,20.05,23.41,48.31
2018-05-07,Southern,631.61,638.61,57.26,48.08,52.96,53.81
2018-05-07,Eastern,469.21,528.50,NaN,NaN,46.26,56.69
2018-05-07,NorthEastern,30.13,34.05,NaN,NaN,13.75,12.23
2018-05-08,Northern,629.44,596.53,24.66,30.12,244.89,176.63
2018-05-08,Western,"1,221.10","1,254.69",14.06,20.07,23.41,50.59
2018-05-08,Southern,631.61,634.41,57.26,47.99,52.96,44.14
2018-05-08,Eastern,469.21,514.01,NaN,NaN,46.26,66.40
2018-05-08,NorthEastern,30.13,32.72,NaN,NaN,13.75,12.76
2018-05-09,Northern,629.28,633.71,24.66,30.09,244.89,169.16
2018-05-09,Western,"1,223.75","1,275.69",14.06,20.07,23.41,51.79
2018-05-09,Southern,631.61,622.62,57.26,48.02,52.96,46.71
2018-05-09,Eastern,470.30,518.65,NaN,NaN,46.26,61.00
2018-05-09,NorthEastern,30.13,31.38,NaN,NaN,13.75,13.81
2018-05-10,Northern,632.08,660.58,24.66,29.71,244.89,156.48
2018-05-10,Western,"1,223.75","1,283.29",14.06,20.06,23.41,59.26
2018-05-10,Southern,631.61,644.19,42.70,47.98,52.96,49.54
2018-05-10,Eastern,470.30,521.92,NaN,NaN,46.26,64.40
2018-05-10,NorthEastern,30.13,33.69,NaN,NaN,13.75,13.14
2018-05-11,Northern,632.92,682.40,24.66,29.83,244.89,158.59
2018-05-11,Western,"1,217.95","1,301.29",14.06,20.08,23.41,23.23
2018-05-11,Southern,641.09,640.76,42.70,48.03,52.96,46.66
2018-05-11,Eastern,470.30,514.63,NaN,NaN,46.26,57.87
2018-05-11,NorthEastern,30.13,35.33,NaN,NaN,13.75,12.35
2018-05-12,Northern,632.92,674.11,24.66,29.90,244.89,179.13
2018-05-12,Western,"1,217.95","1,264.19",14.06,20.06,23.41,27.78
2018-05-12,Southern,641.09,620.25,42.70,48.02,52.96,31.37
2018-05-12,Eastern,470.30,497.06,NaN,NaN,46.26,44.54
2018-05-12,NorthEastern,30.13,35.40,NaN,NaN,13.75,13.05
2018-05-13,Northern,632.92,622.57,24.66,29.65,244.89,184.35
2018-05-13,Western,"1,217.95","1,219.35",14.06,20.00,23.41,30.57
2018-05-13,Southern,641.09,601.86,42.70,48.14,52.96,26.44
2018-05-13,Eastern,470.30,476.61,NaN,NaN,46.26,40.70
2018-05-13,NorthEastern,30.13,32.91,NaN,NaN,13.75,14.64
2018-05-14,Northern,632.92,531.01,24.66,30.07,244.89,192.18
2018-05-14,Western,"1,217.95","1,261.58",14.06,19.98,23.41,34.98
2018-05-14,Southern,641.09,610.52,42.70,48.08,52.96,42.41
2018-05-14,Eastern,470.30,432.32,NaN,NaN,46.26,39.58
2018-05-14,NorthEastern,30.13,32.97,NaN,NaN,13.75,14.19
2018-05-15,Northern,636.36,632.85,24.66,29.93,244.89,185.28
2018-05-15,Western,"1,211.95","1,299.81",14.06,19.98,23.41,40.73
2018-05-15,Southern,641.09,647.91,42.70,48.05,52.96,50.81
2018-05-15,Eastern,466.59,489.72,NaN,NaN,46.26,44.36
2018-05-15,NorthEastern,30.13,29.47,NaN,NaN,13.75,13.33
2018-05-16,Northern,645.24,666.69,28.41,30.23,244.89,180.51
2018-05-16,Western,"1,223.20","1,285.64",14.06,19.95,23.41,35.03
2018-05-16,Southern,641.09,654.02,42.70,48.00,52.96,50.89
2018-05-16,Eastern,466.59,488.95,NaN,NaN,46.26,51.40
2018-05-16,NorthEastern,30.13,26.78,NaN,NaN,13.75,14.20
2018-05-17,Northern,645.24,688.03,28.41,33.51,244.89,189.05
2018-05-17,Western,"1,223.20","1,302.29",14.06,19.94,23.41,35.73
2018-05-17,Southern,641.09,664.61,42.70,47.90,52.96,44.96
2018-05-17,Eastern,466.59,483.58,NaN,NaN,46.26,48.78
2018-05-17,NorthEastern,30.13,28.17,NaN,NaN,13.75,14.84
2018-05-18,Northern,647.45,704.28,28.41,34.83,244.89,197.16
2018-05-18,Western,"1,223.20","1,287.51",14.06,19.90,23.41,27.77
2018-05-18,Southern,641.09,647.20,42.70,46.97,52.96,54.22
2018-05-18,Eastern,466.59,492.28,NaN,NaN,46.26,52.24
2018-05-18,NorthEastern,30.13,24.64,NaN,NaN,13.75,14.76
2018-05-19,Northern,649.43,714.48,28.41,34.79,244.89,169.72
2018-05-19,Western,"1,223.20","1,299.49",14.06,19.89,23.41,48.35
2018-05-19,Southern,641.09,633.41,42.70,46.83,52.96,54.56
2018-05-19,Eastern,466.59,480.38,NaN,NaN,46.26,55.29
2018-05-19,NorthEastern,30.13,29.24,NaN,NaN,13.75,14.46
2018-05-20,Northern,646.95,713.14,28.41,34.74,244.89,178.70
2018-05-20,Western,"1,223.20","1,270.62",14.06,19.82,23.41,38.87
2018-05-20,Southern,641.09,557.74,42.70,46.85,52.96,32.71
2018-05-20,Eastern,476.59,484.70,NaN,NaN,46.26,45.96
2018-05-20,NorthEastern,30.13,29.42,NaN,NaN,13.75,14.45
2018-05-21,Northern,646.95,728.05,28.41,34.87,244.89,190.86
2018-05-21,Western,"1,220.65","1,309.83",14.06,19.76,23.41,30.43
2018-05-21,Southern,641.09,628.55,42.70,46.69,52.96,47.01
2018-05-21,Eastern,476.59,509.25,NaN,NaN,46.26,53.83
2018-05-21,NorthEastern,30.13,29.94,NaN,NaN,13.75,13.54
2018-05-22,Northern,646.95,760.51,28.41,34.54,244.89,206.60
2018-05-22,Western,"1,223.44","1,361.97",14.06,19.85,23.41,25.75
2018-05-22,Southern,637.09,660.77,42.70,47.56,52.96,48.55
2018-05-22,Eastern,476.59,518.57,NaN,NaN,46.26,50.20
2018-05-22,NorthEastern,30.13,30.24,NaN,NaN,13.75,14.31
2018-05-23,Northern,647.32,782.50,28.41,34.52,244.89,220.91
2018-05-23,Western,"1,223.44","1,331.94",14.06,19.95,23.41,34.19
2018-05-23,Southern,637.09,667.73,42.70,47.68,52.96,41.13
2018-05-23,Eastern,476.59,513.14,NaN,NaN,46.26,55.56
2018-05-23,NorthEastern,30.13,29.26,NaN,NaN,13.75,14.73
2018-05-24,Northern,647.32,763.24,28.41,34.71,244.89,220.54
2018-05-24,Western,"1,223.44","1,325.32",14.06,19.98,23.41,24.36
2018-05-24,Southern,632.48,653.06,42.70,47.94,52.96,38.16
2018-05-24,Eastern,476.59,514.61,NaN,NaN,46.26,66.90
2018-05-24,NorthEastern,30.13,31.49,NaN,NaN,13.75,14.47
2018-05-25,Northern,647.32,737.49,28.41,30.02,244.89,222.94
2018-05-25,Western,"1,206.19","1,317.08",14.06,19.98,23.41,20.28
2018-05-25,Southern,632.48,631.44,42.70,46.82,52.96,39.48
2018-05-25,Eastern,476.59,520.60,NaN,NaN,46.26,74.99
2018-05-25,NorthEastern,30.13,34.45,NaN,NaN,13.75,17.36
2018-05-26,Northern,647.32,732.18,28.41,30.68,244.89,228.26
2018-05-26,Western,"1,211.36","1,319.06",14.06,19.94,23.41,33.34
2018-05-26,Southern,632.48,640.71,42.70,41.21,52.96,54.11
2018-05-26,Eastern,476.59,506.77,NaN,NaN,46.26,74.76
2018-05-26,NorthEastern,30.13,33.91,NaN,NaN,13.75,18.37
2018-05-27,Northern,647.32,740.48,28.41,29.88,244.89,221.04
2018-05-27,Western,"1,211.36","1,276.51",14.06,27.09,23.41,27.67
2018-05-27,Southern,637.08,621.90,42.70,37.48,52.96,35.39
2018-05-27,Eastern,476.59,510.32,NaN,NaN,46.26,78.56
2018-05-27,NorthEastern,30.13,32.44,NaN,NaN,13.75,21.78
2018-05-28,Northern,648.94,769.71,28.41,30.43,244.89,211.24
2018-05-28,Western,"1,211.36","1,301.68",14.06,27.08,23.41,24.49
2018-05-28,Southern,637.08,631.68,42.70,37.84,52.96,44.06
2018-05-28,Eastern,476.59,520.07,NaN,NaN,46.26,73.34
2018-05-28,NorthEastern,30.13,35.85,NaN,NaN,13.75,19.73
2018-05-29,Northern,648.94,770.38,28.41,33.79,244.89,204.61
2018-05-29,Western,"1,211.36","1,287.80",14.06,32.61,23.41,16.81
2018-05-29,Southern,637.08,592.21,42.70,38.80,52.96,38.00
2018-05-29,Eastern,476.59,493.20,NaN,NaN,46.26,65.54
2018-05-29,NorthEastern,30.13,33.52,NaN,NaN,13.75,20.81
2018-05-30,Northern,649.80,744.44,28.41,34.63,244.89,215.04
2018-05-30,Western,"1,211.36","1,297.36",14.06,32.92,23.41,17.61
2018-05-30,Southern,637.08,607.05,42.70,46.64,52.96,42.75
2018-05-30,Eastern,476.59,524.74,NaN,NaN,46.26,69.76
2018-05-30,NorthEastern,30.13,34.44,NaN,NaN,13.75,18.73
2018-05-31,Northern,649.80,774.24,28.41,34.51,244.89,235.33
2018-05-31,Western,"1,211.36","1,283.49",14.06,32.83,23.41,28.23
2018-05-31,Southern,637.08,623.43,42.70,47.72,52.96,51.94
2018-05-31,Eastern,476.59,527.71,NaN,NaN,46.26,58.87
2018-05-31,NorthEastern,30.13,30.54,NaN,NaN,13.75,18.05
2018-06-01,Northern,649.77,706.63,30.83,34.51,303.99,249.64
2018-06-01,Western,"1,156.93","1,292.17",25.07,32.84,16.99,25.01
2018-06-01,Southern,600.53,603.25,63.17,46.74,38.45,43.49
2018-06-01,Eastern,469.15,483.39,NaN,NaN,53.41,58.00
2018-06-01,NorthEastern,30.25,30.23,NaN,NaN,21.71,16.93
2018-06-02,Northern,647.41,605.58,30.83,35.46,303.99,267.69
2018-06-02,Western,"1,156.93","1,272.91",25.07,32.82,16.99,18.79
2018-06-02,Southern,600.53,599.01,63.17,47.54,38.45,34.02
2018-06-02,Eastern,469.15,507.59,NaN,NaN,53.41,63.95
2018-06-02,NorthEastern,30.25,29.52,NaN,NaN,21.71,14.84
2018-06-03,Northern,647.41,602.32,30.83,34.58,303.99,294.30
2018-06-03,Western,"1,156.93","1,209.11",25.07,6.88,16.99,10.44
2018-06-03,Southern,600.53,550.42,63.17,47.30,38.45,28.46
2018-06-03,Eastern,469.15,487.41,NaN,NaN,53.41,68.46
2018-06-03,NorthEastern,30.25,29.99,NaN,NaN,21.71,16.78
2018-06-04,Northern,651.38,678.10,30.83,34.44,303.99,305.08
2018-06-04,Western,"1,156.67","1,244.30",25.07,32.43,16.99,18.10
2018-06-04,Southern,600.53,556.96,63.17,47.29,38.45,40.36
2018-06-04,Eastern,469.15,525.96,NaN,NaN,53.41,64.55
2018-06-04,NorthEastern,30.25,32.50,NaN,NaN,21.71,15.13
2018-06-05,Northern,651.38,689.01,30.83,34.43,303.99,307.86
2018-06-05,Western,"1,156.67","1,270.90",25.07,31.93,16.99,13.37
2018-06-05,Southern,600.53,552.27,63.17,48.24,38.45,38.63
2018-06-05,Eastern,469.15,524.25,NaN,NaN,53.41,69.79
2018-06-05,NorthEastern,30.25,32.70,NaN,NaN,21.71,15.72
2018-06-06,Northern,651.38,630.30,30.83,34.43,303.99,316.05
2018-06-06,Western,"1,166.67","1,258.31",25.07,31.86,16.99,17.97
2018-06-06,Southern,604.53,527.48,63.17,47.44,38.45,35.51
2018-06-06,Eastern,469.15,511.67,NaN,NaN,53.41,71.48
2018-06-06,NorthEastern,30.25,32.19,NaN,NaN,21.71,16.49
2018-06-07,Northern,663.59,662.52,30.83,34.58,303.99,259.48
2018-06-07,Western,"1,162.17","1,248.36",25.07,31.85,16.99,16.88
2018-06-07,Southern,604.53,501.49,63.17,48.17,38.45,29.50
2018-06-07,Eastern,469.15,501.19,NaN,NaN,53.41,76.04
2018-06-07,NorthEastern,30.25,31.07,NaN,NaN,21.71,18.21
2018-06-08,Northern,663.59,661.81,30.83,31.77,303.99,306.63
2018-06-08,Western,"1,162.17","1,124.73",25.07,6.82,16.99,9.97
2018-06-08,Southern,604.53,484.09,63.17,42.50,38.45,23.51
2018-06-08,Eastern,469.15,477.02,NaN,NaN,53.41,67.67
2018-06-08,NorthEastern,30.25,31.94,NaN,NaN,21.71,16.52
2018-06-09,Northern,663.59,573.06,30.83,29.50,303.99,300.49
2018-06-09,Western,"1,165.40",967.00,25.07,31.88,16.99,12.09
2018-06-09,Southern,604.53,448.11,63.17,47.73,38.45,31.75
2018-06-09,Eastern,472.92,446.31,NaN,NaN,53.41,65.61
2018-06-09,NorthEastern,30.25,31.01,NaN,NaN,21.71,15.90
2018-06-10,Northern,671.90,530.41,30.83,30.20,303.99,305.43
2018-06-10,Western,"1,165.40","1,031.10",25.07,32.91,16.99,8.56
2018-06-10,Southern,604.53,403.70,63.17,48.13,38.45,39.58
2018-06-10,Eastern,472.92,420.78,NaN,NaN,53.41,64.56
2018-06-10,NorthEastern,30.25,31.60,NaN,NaN,21.71,14.53
2018-06-11,Northern,667.80,607.20,30.83,33.74,303.99,320.49
2018-06-11,Western,"1,165.40","1,154.16",25.07,32.93,16.99,12.17
2018-06-11,Southern,604.53,417.34,63.17,48.32,38.45,51.39
2018-06-11,Eastern,472.92,451.72,NaN,NaN,53.41,65.75
2018-06-11,NorthEastern,30.25,30.15,NaN,NaN,21.71,15.94
2018-06-12,Northern,667.80,651.67,30.83,33.47,303.99,397.38
2018-06-12,Western,"1,159.95","1,137.67",25.07,32.92,16.99,13.19
2018-06-12,Southern,604.53,431.26,63.17,48.32,38.45,51.51
2018-06-12,Eastern,469.74,461.16,NaN,NaN,53.41,60.64
2018-06-12,NorthEastern,30.25,30.03,NaN,NaN,21.71,18.40
2018-06-13,Northern,667.80,648.18,30.83,24.08,303.99,334.69
2018-06-13,Western,"1,150.87","1,079.67",25.07,32.83,16.99,13.79
2018-06-13,Southern,604.53,431.12,63.17,47.37,38.45,53.25
2018-06-13,Eastern,469.74,467.83,NaN,NaN,53.41,66.02
2018-06-13,NorthEastern,30.25,27.60,NaN,NaN,21.71,25.28
2018-06-14,Northern,667.80,658.22,30.83,24.40,303.99,288.77
2018-06-14,Western,"1,150.87","1,066.93",25.07,32.88,16.99,21.32
2018-06-14,Southern,604.53,468.01,63.17,48.35,38.45,67.34
2018-06-14,Eastern,469.74,467.11,NaN,NaN,53.41,72.36
2018-06-14,NorthEastern,30.25,28.28,NaN,NaN,21.71,26.40
2018-06-15,Northern,667.80,672.15,30.83,24.47,303.99,308.07
2018-06-15,Western,"1,153.43","1,163.52",25.07,32.87,16.99,17.20
2018-06-15,Southern,581.60,501.66,63.17,48.34,38.45,58.46
2018-06-15,Eastern,469.74,480.35,NaN,NaN,53.41,72.96
2018-06-15,NorthEastern,30.25,28.58,NaN,NaN,21.71,27.87
2018-06-16,Northern,667.80,643.51,30.83,33.99,303.99,310.01
2018-06-16,Western,"1,138.23","1,163.32",25.07,32.88,16.99,10.16
2018-06-16,Southern,585.20,492.54,63.17,48.37,38.45,50.41
2018-06-16,Eastern,469.74,479.14,NaN,NaN,53.41,77.03
2018-06-16,NorthEastern,30.25,27.92,NaN,NaN,21.71,28.76
2018-06-17,Northern,667.80,534.96,30.83,34.56,303.99,280.67
2018-06-17,Western,"1,138.23","1,139.35",25.07,32.60,16.99,8.94
2018-06-17,Southern,585.20,454.53,63.17,47.64,38.45,45.06
2018-06-17,Eastern,469.74,445.32,NaN,NaN,53.41,67.91
2018-06-17,NorthEastern,30.25,29.21,NaN,NaN,21.71,28.00
2018-06-18,Northern,667.80,602.20,30.83,34.47,303.99,265.86
2018-06-18,Western,"1,140.92","1,215.85",25.07,32.68,16.99,13.08
2018-06-18,Southern,585.20,508.88,63.17,48.26,38.45,57.89
2018-06-18,Eastern,469.74,469.73,NaN,NaN,53.41,73.35
2018-06-18,NorthEastern,30.25,27.01,NaN,NaN,21.71,27.46
2018-06-19,Northern,667.94,681.48,30.83,34.51,303.99,211.88
2018-06-19,Western,"1,140.92","1,216.16",25.07,32.66,16.99,34.26
2018-06-19,Southern,585.20,560.83,63.17,47.65,38.45,59.83
2018-06-19,Eastern,469.74,483.10,NaN,NaN,53.41,78.10
2018-06-19,NorthEastern,30.25,30.94,NaN,NaN,21.71,24.80
2018-06-20,Northern,664.82,773.39,30.83,34.84,303.99,213.85
2018-06-20,Western,"1,140.92","1,233.13",25.07,32.67,16.99,33.98
2018-06-20,Southern,585.20,569.83,63.17,47.79,38.45,75.48
2018-06-20,Eastern,469.74,490.76,NaN,NaN,53.41,72.12
2018-06-20,NorthEastern,30.25,30.74,NaN,NaN,21.71,22.42
2018-06-21,Northern,664.82,797.59,30.83,34.55,303.99,250.69
2018-06-21,Western,"1,125.32","1,259.65",25.07,32.55,16.99,20.58
2018-06-21,Southern,585.60,562.34,63.17,47.70,38.45,67.64
2018-06-21,Eastern,476.94,498.97,NaN,NaN,53.41,71.52
2018-06-21,NorthEastern,30.25,32.10,NaN,NaN,21.71,21.98
2018-06-22,Northern,665.68,805.07,30.83,30.78,303.99,263.56
2018-06-22,Western,"1,125.32","1,254.07",25.07,32.84,16.99,9.88
2018-06-22,Southern,584.98,580.26,63.17,48.37,38.45,60.64
2018-06-22,Eastern,476.94,510.59,NaN,NaN,53.41,68.62
2018-06-22,NorthEastern,30.25,32.01,NaN,NaN,21.71,23.04
2018-06-23,Northern,665.68,812.84,30.83,29.10,303.99,274.78
2018-06-23,Western,"1,125.32","1,241.67",25.07,32.20,16.99,11.27
2018-06-23,Southern,571.34,540.37,63.17,47.68,38.45,49.10
2018-06-23,Eastern,476.94,512.14,NaN,NaN,53.41,70.70
2018-06-23,NorthEastern,30.25,32.74,NaN,NaN,21.71,25.32
2018-06-24,Northern,665.68,787.34,30.83,29.60,303.99,267.82
2018-06-24,Western,"1,136.32","1,166.62",25.07,32.26,16.99,8.60
2018-06-24,Southern,567.99,481.63,63.17,47.56,38.45,46.67
2018-06-24,Eastern,473.11,480.27,NaN,NaN,53.41,68.84
2018-06-24,NorthEastern,30.25,31.15,NaN,NaN,21.71,23.25
2018-06-25,Northern,658.72,802.55,30.83,29.56,303.99,277.74
2018-06-25,Western,"1,140.27","1,193.55",25.07,32.45,16.99,8.95
2018-06-25,Southern,567.99,505.96,63.17,47.18,38.45,45.81
2018-06-25,Eastern,464.19,486.52,NaN,NaN,53.41,66.77
2018-06-25,NorthEastern,30.25,30.60,NaN,NaN,21.71,24.11
